feature_name,source_field,log_source,datatype,description,required_for,example
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-52517,10
payload_length,length(payload),system_logs,int,Length of the input string,DET-CVE-2025-53966,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-67397,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-64419,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-64420,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-64421,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-67419,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-67427,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-64422,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-64423,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-64424,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-64425,10
sql_keyword_count,"count_matches(payload, ['SELECT', 'UNION', 'DROP'])",web_logs,int,Count of SQL keywords in payload,DET-CVE-2026-0605,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-0621,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-61916,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-65110,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-66648,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-67732,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68428,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68436,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68437,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68454,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68455,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68456,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68953,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-69223,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-0625,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-69224,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-69226,10
sql_keyword_count,"count_matches(payload, ['SELECT', 'UNION', 'DROP'])",web_logs,int,Count of SQL keywords in payload,DET-CVE-2026-0606,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-69225,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-69227,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-69228,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-69229,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-69230,10
sql_keyword_count,"count_matches(payload, ['SELECT', 'UNION', 'DROP'])",web_logs,int,Count of SQL keywords in payload,DET-CVE-2026-0607,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-21439,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-15444,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68954,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-69197,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-21507,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-15364,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-15385,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-20760,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-20761,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-20762,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-20778,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-20779,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-20780,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-20781,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-20782,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-20783,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-20784,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-20785,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-20786,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-20787,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-20793,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-20794,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-20795,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-20796,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-20797,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-20798,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-20799,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-20800,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-20801,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-20802,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-20803,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-20804,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-20805,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-20806,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-20807,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-21673,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-21674,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-21675,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-12793,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-11370,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-11723,10
sql_keyword_count,"count_matches(payload, ['SELECT', 'UNION', 'DROP'])",web_logs,int,Count of SQL keywords in payload,DET-CVE-2025-13409,10
sql_keyword_count,"count_matches(payload, ['SELECT', 'UNION', 'DROP'])",web_logs,int,Count of SQL keywords in payload,DET-CVE-2025-13652,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-13746,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14034,10
sql_keyword_count,"count_matches(payload, ['SELECT', 'UNION', 'DROP'])",web_logs,int,Count of SQL keywords in payload,DET-CVE-2025-14153,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-0604,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-21485,10
payload_length,length(payload),system_logs,int,Length of the input string,DET-CVE-2026-21486,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-21487,10
payload_length,length(payload),system_logs,int,Length of the input string,DET-CVE-2026-21676,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-21677,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14120,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14438,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14441,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14996,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14997,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-15001,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-13215,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-4776,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-21411,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-12067,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-13812,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14371,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-13766,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-13964,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-5919,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-9294,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14552,10
sql_keyword_count,"count_matches(payload, ['SELECT', 'UNION', 'DROP'])",web_logs,int,Count of SQL keywords in payload,DET-CVE-2025-9318,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-9637,10
payload_length,length(payload),system_logs,int,Length of the input string,DET-CVE-2026-21488,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-21489,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14026,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-46696,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-21493,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2020-36905,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2020-36906,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2020-36907,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2020-36908,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2020-36909,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2020-36910,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2020-36912,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2020-36913,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2020-36914,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2020-36915,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2020-36916,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2020-36917,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2020-36918,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2020-36920,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2020-36921,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2020-36922,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2020-36923,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2020-36924,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2020-36925,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14979,10
sql_keyword_count,"count_matches(payload, ['SELECT', 'UNION', 'DROP'])",web_logs,int,Count of SQL keywords in payload,DET-CVE-2025-59379,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-60262,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-65212,10
payload_length,length(payload),system_logs,int,Length of the input string,DET-CVE-2026-0640,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2024-30547,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2024-31088,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-36589,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-39477,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-47553,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-60534,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-63082,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-63083,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-69083,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-69084,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-69085,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-69086,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-69327,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-69331,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-69334,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-69335,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-69336,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-69341,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-69342,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-69345,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-69346,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-69348,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-69349,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-69350,10
sql_keyword_count,"count_matches(payload, ['SELECT', 'UNION', 'DROP'])",web_logs,int,Count of SQL keywords in payload,DET-CVE-2025-69351,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-69352,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-69353,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-69354,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-69355,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-69356,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-69357,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-69359,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-69360,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-69361,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-69362,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-69363,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-69364,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14942,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-15382,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-32304,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-0641,10
payload_length,length(payload),system_logs,int,Length of the input string,DET-CVE-2026-21490,10
payload_length,length(payload),system_logs,int,Length of the input string,DET-CVE-2026-21491,10
payload_length,length(payload),system_logs,int,Length of the input string,DET-CVE-2026-21494,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2023-5069,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-7048,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-13744,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-29004,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-30631,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-30996,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-21492,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14596,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14599,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14605,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14612,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-15471,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-31051,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-31642,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2024-14020,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-0980,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-11235,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-11877,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-12030,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-12449,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-12540,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-12648,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-12958,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-13369,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-13371,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-13418,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-13419,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-13493,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-13496,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-13497,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-13519,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-13520,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-13521,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-13527,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-13529,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-13531,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-13657,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-13667,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-13694,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-13722,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-13801,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-13841,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-13847,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-13848,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-13849,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-13887,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-13974,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-13990,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14028,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14053,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14057,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14059,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14070,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14077,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14109,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14110,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14112,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14113,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14114,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14118,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14121,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14122,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14127,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14128,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14130,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14131,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14144,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14145,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14147,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14352,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14370,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14453,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14460,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14465,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14468,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14614,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14625,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14626,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14631,10
sql_keyword_count,"count_matches(payload, ['SELECT', 'UNION', 'DROP'])",web_logs,int,Count of SQL keywords in payload,DET-CVE-2025-14719,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14792,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14796,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14802,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14804,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14835,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14842,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14845,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14867,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14875,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14887,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14888,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14891,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14901,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14904,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14999,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-15000,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-15018,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-15058,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-15158,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-15472,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-15474,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-31643,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-31962,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-31963,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-31964,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-32300,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-47330,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-47331,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-47332,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-47333,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-47334,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-47335,10
