attack_id,name,description,primary_logs,mitre_techniques,default_severity
AP-CVE-2025-47552,CVE-2025-47552 Exploitation,Deserialization of Untrusted Data vulnerability in Digital zoom studio DZS Video Gallery allows Object Injection.This issue affects DZS Video Gallery: from n/a through 12.37....,web_logs;system_logs,CWE-502,98
AP-CVE-2025-15479,CVE-2025-15479 Exploitation,"Stored cross-site scripting (XSS, CWE-79) in the survey content and administration functionality in Data Illusion Zumbrunn NGSurvey Enterprise Edition 3.6.4 on all supported platforms (  on Windows an...",web_logs;system_logs,CWE-79,50
AP-CVE-2025-6225,CVE-2025-6225 Exploitation,Kieback&Peter Neutrino-GLT product is used for building management. It's web component 'SM70 PHWEB' is vulnerable to shell command injection via login form. The injected commands would execute with lo...,web_logs;system_logs,CWE-78,50
AP-CVE-2025-49335,CVE-2025-49335 Exploitation,Server-Side Request Forgery (SSRF) vulnerability in minnur External Media allows Server Side Request Forgery.This issue affects External Media: from n/a through 1.0.36....,web_logs;system_logs,CWE-918,49
AP-CVE-2026-22540,CVE-2026-22540 Exploitation,The massive sending of ARP requests causes a denial of service on one board of the charger that allows control of the EV interfaces. Since the board must be operating correctly for the charger to also...,web_logs;system_logs,CWE-400,50
AP-CVE-2025-62327,CVE-2025-62327 Exploitation,"In HCL DevOps Deploy 8.1.2.0 through 8.1.2.3, a user with LLM configuration privileges may be able to recover a credential previously saved for performing authenticated LLM Queries....",web_logs;system_logs,CWE-522,49
AP-CVE-2025-66838,CVE-2025-66838 Exploitation,"In Aris v10.0.23.0.3587512 and before, the file upload functionality does not enforce any rate limiting or throttling, allowing users to upload files at an unrestricted rate. An attacker can exploit t...",web_logs;system_logs,CWE-770,65
AP-CVE-2026-22541,CVE-2026-22541 Exploitation,The massive sending of ICMP requests causes a denial of service on one of the boards from the EVCharger that allows control the EV interfaces. Since the board must be operating correctly for the charg...,web_logs;system_logs,CWE-400,50
AP-CVE-2026-22542,CVE-2026-22542 Exploitation,An attacker with access to the system's internal network can cause a denial of service on the system by making two concurrent connections through the Telnet service....,web_logs;system_logs,CWE-400,50
AP-CVE-2025-12543,CVE-2025-12543 Exploitation,"A flaw was found in the Undertow HTTP server core, which is used in WildFly, JBoss EAP, and other Java applications. The Undertow library fails to properly validate the Host header in incoming HTTP re...",web_logs;system_logs,CWE-20,96
AP-CVE-2025-4675,CVE-2025-4675 Exploitation,"Improper Check for Unusual or Exceptional Conditions vulnerability in ABB WebPro SNMP Card PowerValue, ABB WebPro SNMP Card PowerValue UL.This issue affects WebPro SNMP Card PowerValue: through 1.1.8....",web_logs;system_logs,CWE-754,65
AP-CVE-2025-4676,CVE-2025-4676 Exploitation,"Incorrect Implementation of Authentication Algorithm vulnerability in ABB WebPro SNMP Card PowerValue, ABB WebPro SNMP Card PowerValue UL.This issue affects WebPro SNMP Card PowerValue: through 1.1.8....",web_logs;system_logs,CWE-303,88
AP-CVE-2025-61489,CVE-2025-61489 Exploitation,A command injection vulnerability in the shell_exec function of sonirico mcp-shell v0.3.1 allows attackers to execute arbitrary commands via supplying a crafted command string....,web_logs;system_logs,CWE-77,65
AP-CVE-2025-65805,CVE-2025-65805 Exploitation,OpenAirInterface CN5G AMF<=v2.1.9 has a buffer overflow vulnerability in processing NAS messages. Unauthorized remote attackers can launch a denial-of-service attack and potentially execute malicious ...,web_logs;system_logs,CWE-121,75
AP-CVE-2025-66686,CVE-2025-66686 Exploitation,A stored Cross-Site Scripting (XSS) vulnerability exists in Perch CMS version 3.2. An authenticated attacker with administrative privileges can inject malicious JavaScript code into the “Help button u...,web_logs;system_logs,CWE-79,61
AP-CVE-2025-66786,CVE-2025-66786 Exploitation,OpenAirInterface CN5G AMF<=v2.0.1 There is a logical error when processing JSON format requests. Unauthorized remote attackers can send malicious JSON data to AMF's SBI interface to launch a denial-of...,web_logs;system_logs,CWE-20,75
AP-CVE-2025-66837,CVE-2025-66837 Exploitation,A file upload vulnerability in ARIS 10.0.23.0.3587512 allows attackers to execute arbitrary code via uploading a crafted PDF file/Malware...,web_logs;system_logs,CWE-434,68
AP-CVE-2025-67364,CVE-2025-67364 Exploitation,fast-filesystem-mcp version 3.4.0 contains a critical path traversal vulnerability in its file operation tools including fast_read_file. This vulnerability arises from improper path validation that fa...,web_logs;system_logs,CWE-24,75
AP-CVE-2025-67366,CVE-2025-67366 Exploitation,@sylphxltd/filesystem-mcp v0.5.8 is an MCP server that provides file content reading functionality. Version 0.5.8 of filesystem-mcp contains a critical path traversal vulnerability in its 'read_conten...,web_logs;system_logs,CWE-23,75
AP-CVE-2026-0618,CVE-2026-0618 Exploitation,"Cross-site Scripting vulnerability in Devolutions PowerShell Universal.This issue affects Powershell Universal: before 4.5.6, before 5.6.13....",web_logs;system_logs,CWE-79,61
AP-CVE-2026-20026,CVE-2026-20026 Exploitation,"Multiple&nbsp;Cisco products are affected by a vulnerability in the processing of DCE/RPC requests that could allow an unauthenticated, remote attacker to cause the Snort 3 Detection Engine to leak se...",web_logs;system_logs,CWE-415,58
AP-CVE-2026-20027,CVE-2026-20027 Exploitation,"Multiple Cisco products are affected by a vulnerability in the processing of DCE/RPC requests that could allow an unauthenticated, remote attacker to cause the Snort 3 Detection Engine to leak sensiti...",web_logs;system_logs,CWE-200,53
AP-CVE-2026-20029,CVE-2026-20029 Exploitation,"A vulnerability in the licensing features of&nbsp;Cisco Identity Services Engine (ISE) and Cisco ISE Passive Identity Connector (ISE-PIC) could allow an authenticated, remote attacker with administrat...",web_logs;system_logs,CWE-611,49
AP-CVE-2026-22535,CVE-2026-22535 Exploitation,"An attacker with the ability to interact through the network and with access credentials, could, thanks to the unsecured (unencrypted) MQTT communications protocol, write on the server topics of the b...",web_logs;system_logs,CWE-1366,50
AP-CVE-2026-22536,CVE-2026-22536 Exploitation,The absence of permissions control for the user XXX allows the current configuration in the sudoers file to escalate privileges without any restrictions...,web_logs;system_logs,CWE-269,50
AP-CVE-2026-22537,CVE-2026-22537 Exploitation,The lack of hardening of the system allows the user used to manage and maintain the charger to consult different files containing clear-text credentials or valuable information for an attacker....,web_logs;system_logs,CWE-497,50
AP-CVE-2026-22543,CVE-2026-22543 Exploitation,"The credentials required to access the device's web server are sent in base64 within the HTTP headers. Since base64 is not considered a strong cipher, an attacker could intercept the web request handl...",web_logs;system_logs,CWE-261,50
AP-CVE-2026-22544,CVE-2026-22544 Exploitation,An attacker with a network connection could detect credentials in clear text....,web_logs;system_logs,CWE-319,50
AP-CVE-2025-4677,CVE-2025-4677 Exploitation,"Insufficient Session Expiration vulnerability in ABB WebPro SNMP Card PowerValue, ABB WebPro SNMP Card PowerValue UL.This issue affects WebPro SNMP Card PowerValue: through 1.1.8.K; WebPro SNMP Card P...",web_logs;system_logs,CWE-613,65
AP-CVE-2025-58441,CVE-2025-58441 Exploitation,"Knowage is an open source analytics and business intelligence suite. Prior to version 8.1.37, there is a blind server-side request forgery vulnerability. The vulnerability allows attackers to send req...",web_logs;system_logs,CWE-918,50
AP-CVE-2025-61492,CVE-2025-61492 Exploitation,A command injection vulnerability in the execute_command function of terminal-controller-mcp 0.1.7 allows attackers to execute arbitrary commands via a crafted input....,web_logs;system_logs,CWE-77,100
AP-CVE-2025-61782,CVE-2025-61782 Exploitation,"OpenCTI is an open source platform for managing cyber threat intelligence knowledge and observables. Prior to version 6.8.3, an open redirect vulnerability exists in the OpenCTI platform's SAML authen...",web_logs;system_logs,CWE-601,54
AP-CVE-2025-66560,CVE-2025-66560 Exploitation,"Quarkus is a Cloud Native, (Linux) Container First framework for writing Java applications. Prior to versions 3.31.0, 3.27.2, and 3.20.5, a vulnerability exists in the HTTP layer of Quarkus REST relat...",web_logs;system_logs,CWE-770,59
AP-CVE-2026-0668,CVE-2026-0668 Exploitation,Inefficient Regular Expression Complexity vulnerability in Wikimedia Foundation MediaWiki - VisualData Extension allows Regular Expression Exponential Blowup.This issue affects MediaWiki - VisualData ...,web_logs;system_logs,CWE-1333,53
AP-CVE-2026-0669,CVE-2026-0669 Exploitation,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal') vulnerability in Wikimedia Foundation MediaWiki - CSS extension allows Path Traversal.This issue affects MediaWiki - CSS ...,web_logs;system_logs,CWE-22,75
AP-CVE-2026-21495,CVE-2026-21495 Exploitation,"iccDEV provides a set of libraries and tools that allow for the interaction, manipulation, and application of ICC color management profiles. Prior to version 2.3.1.2, iccDEV is vulnerable to division ...",web_logs;system_logs,CWE-20,55
AP-CVE-2026-21496,CVE-2026-21496 Exploitation,"iccDEV provides a set of libraries and tools that allow for the interaction, manipulation, and application of ICC color management profiles. Prior to version 2.3.1.2, iccDEV is vulnerable to NULL poin...",web_logs;system_logs,CWE-20,55
AP-CVE-2026-21497,CVE-2026-21497 Exploitation,"iccDEV provides a set of libraries and tools that allow for the interaction, manipulation, and application of ICC color management profiles. Prior to version 2.3.1.2, iccDEV is vulnerable to NULL poin...",web_logs;system_logs,CWE-20,55
AP-CVE-2026-21498,CVE-2026-21498 Exploitation,"iccDEV provides a set of libraries and tools that allow for the interaction, manipulation, and application of ICC color management profiles. Prior to version 2.3.1.2, iccDEV is vulnerable to NULL poin...",web_logs;system_logs,CWE-20,55
AP-CVE-2026-21499,CVE-2026-21499 Exploitation,"iccDEV provides a set of libraries and tools that allow for the interaction, manipulation, and application of ICC color management profiles. Prior to version 2.3.1.2, iccDEV is vulnerable to NULL poin...",web_logs;system_logs,CWE-20,55
AP-CVE-2026-21500,CVE-2026-21500 Exploitation,"iccDEV provides a set of libraries and tools that allow for the interaction, manipulation, and application of ICC color management profiles. Prior to version 2.3.1.2, iccDEV is vulnerable to stack ove...",web_logs;system_logs,CWE-20,55
AP-CVE-2026-21501,CVE-2026-21501 Exploitation,"iccDEV provides a set of libraries and tools that allow for the interaction, manipulation, and application of ICC color management profiles. Prior to version 2.3.1.2, iccDEV is vulnerable to stack ove...",web_logs;system_logs,CWE-20,55
AP-CVE-2026-21502,CVE-2026-21502 Exploitation,"iccDEV provides a set of libraries and tools that allow for the interaction, manipulation, and application of ICC color management profiles. Prior to version 2.3.1.2, iccDEV is vulnerable to NULL poin...",web_logs;system_logs,CWE-20,55
AP-CVE-2026-21503,CVE-2026-21503 Exploitation,"iccDEV provides a set of libraries and tools that allow for the interaction, manipulation, and application of ICC color management profiles. Prior to version 2.3.1.2, iccDEV has undefined behavior due...",web_logs;system_logs,CWE-20,61
AP-CVE-2026-21504,CVE-2026-21504 Exploitation,"iccDEV provides a set of libraries and tools that allow for the interaction, manipulation, and application of ICC color management profiles. Prior to version 2.3.1.2, iccDEV is vulnerable to heap buff...",web_logs;system_logs,CWE-122,66
AP-CVE-2026-21505,CVE-2026-21505 Exploitation,"iccDEV provides a set of libraries and tools that allow for the interaction, manipulation, and application of ICC color management profiles. Prior to version 2.3.1.2, iccDEV has undefined behavior due...",web_logs;system_logs,CWE-20,55
AP-CVE-2026-21506,CVE-2026-21506 Exploitation,"iccDEV provides a set of libraries and tools that allow for the interaction, manipulation, and application of ICC color management profiles. Prior to version 2.3.1.2, iccDEV is vulnerable to Null poin...",web_logs;system_logs,CWE-20,55
AP-CVE-2026-21678,CVE-2026-21678 Exploitation,"iccDEV provides a set of libraries and tools that allow for the interaction, manipulation, and application of ICC color management profiles. Prior to version 2.3.1.2, iccDEV is vulnerable to heap-buff...",web_logs;system_logs,CWE-20,78
AP-CVE-2026-21679,CVE-2026-21679 Exploitation,"iccDEV provides a set of libraries and tools that allow for the interaction, manipulation, and application of ICC color management profiles. Prior to version 2.3.1.2, iccDEV is vulnerable to heap-buff...",web_logs;system_logs,CWE-20,88
AP-CVE-2026-21680,CVE-2026-21680 Exploitation,"iccDEV provides a set of libraries and tools that allow for the interaction, manipulation, and application of International Color Consortium (ICC) color management profiles. Versions prior to 2.3.1.2 ...",web_logs;system_logs,CWE-476,65
AP-CVE-2026-22539,CVE-2026-22539 Exploitation,"As the service interaction is performed without authentication, an attacker with some knowledge of the protocol could obtain information about the charger via OCPP v1.6....",web_logs;system_logs,CWE-201,50
AP-CVE-2026-0670,CVE-2026-0670 Exploitation,Improper Neutralization of Input During Web Page Generation (XSS or 'Cross-site Scripting') vulnerability in Wikimedia Foundation MediaWiki - ProofreadPage Extension allows Cross-Site Scripting (XSS)....,web_logs;system_logs,CWE-79,61
AP-CVE-2026-21854,CVE-2026-21854 Exploitation,"The Tarkov Data Manager is a tool to manage the Tarkov item data. Prior to 02 January 2025, an authentication bypass vulnerability in the login endpoint allows any unauthenticated user to gain full ad...",web_logs;system_logs,CWE-287,98
AP-CVE-2026-21855,CVE-2026-21855 Exploitation,"The Tarkov Data Manager is a tool to manage the Tarkov item data. Prior to 02 January 2025, a reflected Cross Site Scripting (XSS) vulnerability in the toast notification system allows any attacker to...",web_logs;system_logs,CWE-79,93
AP-CVE-2026-21856,CVE-2026-21856 Exploitation,"The Tarkov Data Manager is a tool to manage the Tarkov item data. Prior to commit 9bdb3a75a98a7047b6d70144eb1da1655d6992a8, a time based blind SQL injection vulnerability in the webhook edit and scann...",web_logs;system_logs,CWE-89,72
AP-CVE-2025-61939,CVE-2025-61939 Exploitation,"An unused function in MicroServer can start a reverse SSH connection to a vendor registered domain, without mutual authentication. An attacker on the local network with admin access to the web server,...",web_logs;system_logs,CWE-923,88
AP-CVE-2025-64305,CVE-2025-64305 Exploitation,"MicroServer copies parts of the system firmware to an unencrypted external SD card on boot, which contains user and vendor secrets. An attacker can utilize these plaintext secrets to modify the vendor...",web_logs;system_logs,CWE-313,65
AP-CVE-2025-66620,CVE-2025-66620 Exploitation,"An unused webshell in MicroServer allows unlimited login attempts, with sudo rights on certain files and directories. An attacker with admin access to MicroServer can gain limited shell access, enabli...",web_logs;system_logs,CWE-553,80
AP-CVE-2025-68705,CVE-2025-68705 Exploitation,"RustFS is a distributed object storage system built in Rust. In versions 1.0.0-alpha.13 to 1.0.0-alpha.78, RustFS contains a path traversal vulnerability in the /rustfs/rpc/read_file_stream endpoint. ...",web_logs;system_logs,CWE-22,50
AP-CVE-2025-69220,CVE-2025-69220 Exploitation,LibreChat is a ChatGPT clone with additional features. Version 0.8.1-rc2 does not enforce proper access control for file uploads to an agents file context and file search. An authenticated attacker wi...,web_logs;system_logs,CWE-284,71
AP-CVE-2025-69221,CVE-2025-69221 Exploitation,LibreChat is a ChatGPT clone with additional features. Version 0.8.1-rc2 does not enforce proper access control when querying agent permissions. An authenticated attacker can read the permissions of a...,web_logs;system_logs,CWE-284,43
AP-CVE-2025-69255,CVE-2025-69255 Exploitation,"RustFS is a distributed object storage system built in Rust. In versions 1.0.0-alpha.13 to 1.0.0-alpha.77, a malformed gRPC GetMetrics request causes get_metrics to unwrap() failed deserialization of ...",web_logs;system_logs,CWE-755,50
AP-CVE-2026-21681,CVE-2026-21681 Exploitation,"iccDEV provides a set of libraries and tools that allow for the interaction, manipulation, and application of International Color Consortium (ICC) color management profiles. Versions prior to 2.3.1.2 ...",web_logs;system_logs,CWE-20,71
AP-CVE-2026-21682,CVE-2026-21682 Exploitation,"iccDEV provides a set of libraries and tools that allow for the interaction, manipulation, and application of International Color Consortium (ICC) color management profiles. Versions prior to 2.3.1.2 ...",web_logs;system_logs,CWE-20,88
AP-CVE-2026-22184,CVE-2026-22184 Exploitation,zlib versions up to and including 1.3.1.2 contain a global buffer overflow in the untgz utility. The TGZfname() function copies an attacker-supplied archive name from argv[] into a fixed-size 1024-byt...,web_logs;system_logs,CWE-120,50
AP-CVE-2026-22185,CVE-2026-22185 Exploitation,"OpenLDAP Lightning Memory-Mapped Database (LMDB) versions up to and including 0.9.14, prior to commit 8e1fda8, contain a heap buffer underflow in the readline() function of mdb_load. When processing m...",web_logs;system_logs,CWE-125,50
AP-CVE-2026-22186,CVE-2026-22186 Exploitation,"Bio-Formats versions up to and including 8.3.0 contain an XML External Entity (XXE) vulnerability in the Leica Microsystems metadata parsing component (e.g., XLEF). The parser uses an insecurely confi...",web_logs;system_logs,CWE-611,50
AP-CVE-2026-22187,CVE-2026-22187 Exploitation,Bio-Formats versions up to and including 8.3.0 perform unsafe Java deserialization of attacker-controlled memoization cache files (.bfmemo) during image processing. The loci.formats.Memoizer class aut...,web_logs;system_logs,CWE-502,50
AP-CVE-2026-22188,CVE-2026-22188 Exploitation,Panda3D versions up to and including 1.10.16 deploy-stub contains a denial of service vulnerability due to unbounded stack allocation. The deploy-stub executable allocates argv_copy and argv_copy2 usi...,web_logs;system_logs,CWE-457,55
AP-CVE-2026-22189,CVE-2026-22189 Exploitation,Panda3D versions up to and including 1.10.16 egg-mkfont contains a stack-based buffer overflow vulnerability due to use of an unbounded sprintf() call with attacker-controlled input. When constructing...,web_logs;system_logs,CWE-121,98
AP-CVE-2026-22190,CVE-2026-22190 Exploitation,Panda3D versions up to and including 1.10.16 egg-mkfont contains an uncontrolled format string vulnerability. The -gp (glyph pattern) command-line option is used directly as the format string for spri...,web_logs;system_logs,CWE-134,75
AP-CVE-2025-12776,CVE-2025-12776 Exploitation,"The Report Builder component of the application stores user input directly in a web page and displays it to other users, which raised concerns about a possible Cross-Site Scripting (XSS) attack. Prope...",web_logs;system_logs,CWE-79,50
AP-CVE-2025-13151,CVE-2025-13151 Exploitation,Stack-based buffer overflow in libtasn1 version: v4.20.0. The function fails to validate the size of input data resulting in a buffer overflow in asn1_expend_octet_string....,web_logs;system_logs,TBD,75
AP-CVE-2025-69222,CVE-2025-69222 Exploitation,LibreChat is a ChatGPT clone with additional features. Version 0.8.1-rc2 is prone to a server-side request forgery (SSRF) vulnerability due to missing restrictions of the Actions feature in the defaul...,web_logs;system_logs,CWE-918,91
AP-CVE-2025-69263,CVE-2025-69263 Exploitation,pnpm is a package manager. Versions 10.26.2 and below store HTTP tarball dependencies (and git-hosted tarballs) in the lockfile without integrity hashes. This allows the remote server to serve differe...,web_logs;system_logs,CWE-494,75
AP-CVE-2025-69264,CVE-2025-69264 Exploitation,"pnpm is a package manager. Versions 10.0.0 through 10.25 allow git-hosted dependencies to execute arbitrary code during pnpm install, circumventing the v10 security feature 'Dependency lifecycle scrip...",web_logs;system_logs,CWE-693,88
AP-CVE-2026-21441,CVE-2026-21441 Exploitation,"urllib3 is an HTTP client library for Python. urllib3's streaming API is designed for the efficient handling of large HTTP responses by reading the content in chunks, rather than loading the entire re...",web_logs;system_logs,CWE-409,50
AP-CVE-2026-21683,CVE-2026-21683 Exploitation,"iccDEV provides a set of libraries and tools that allow for the interaction, manipulation, and application of International Color Consortium (ICC) color management profiles. Versions prior to 2.3.1.2 ...",web_logs;system_logs,CWE-20,88
AP-CVE-2026-21684,CVE-2026-21684 Exploitation,"iccDEV provides a set of libraries and tools that allow for the interaction, manipulation, and application of International Color Consortium (ICC) color management profiles. Versions prior to 2.3.1.2 ...",web_logs;system_logs,CWE-20,71
AP-CVE-2026-21685,CVE-2026-21685 Exploitation,"iccDEV provides a set of libraries and tools that allow for the interaction, manipulation, and application of International Color Consortium (ICC) color management profiles. Versions prior to 2.3.1.2 ...",web_logs;system_logs,CWE-20,71
AP-CVE-2026-21686,CVE-2026-21686 Exploitation,"iccDEV provides a set of libraries and tools that allow for the interaction, manipulation, and application of International Color Consortium (ICC) color management profiles. Versions prior to 2.3.1.2 ...",web_logs;system_logs,CWE-20,71
AP-CVE-2026-21687,CVE-2026-21687 Exploitation,"iccDEV provides a set of libraries and tools that allow for the interaction, manipulation, and application of International Color Consortium (ICC) color management profiles. Versions prior to 2.3.1.2 ...",web_logs;system_logs,CWE-20,71
AP-CVE-2026-21688,CVE-2026-21688 Exploitation,"iccDEV provides a set of libraries and tools that allow for the interaction, manipulation, and application of International Color Consortium (ICC) color management profiles. Versions prior to 2.3.1.2 ...",web_logs;system_logs,CWE-20,88
AP-CVE-2026-21689,CVE-2026-21689 Exploitation,"iccDEV provides a set of libraries and tools that allow for the interaction, manipulation, and application of International Color Consortium (ICC) color management profiles. Versions prior to 2.3.1.2 ...",web_logs;system_logs,CWE-20,65
AP-CVE-2026-21690,CVE-2026-21690 Exploitation,"iccDEV provides a set of libraries and tools that allow for the interaction, manipulation, and application of International Color Consortium (ICC) color management profiles. Versions prior to 2.3.1.2 ...",web_logs;system_logs,CWE-20,63
AP-CVE-2026-21691,CVE-2026-21691 Exploitation,"iccDEV provides a set of libraries and tools that allow for the interaction, manipulation, and application of International Color Consortium (ICC) color management profiles. Versions prior to 2.3.1.2 ...",web_logs;system_logs,CWE-20,54
AP-CVE-2026-21692,CVE-2026-21692 Exploitation,"iccDEV provides a set of libraries and tools that allow for the interaction, manipulation, and application of International Color Consortium (ICC) color management profiles. Versions prior to 2.3.1.2 ...",web_logs;system_logs,CWE-20,88
AP-CVE-2026-21693,CVE-2026-21693 Exploitation,"iccDEV provides a set of libraries and tools that allow for the interaction, manipulation, and application of International Color Consortium (ICC) color management profiles. Versions prior to 2.3.1.2 ...",web_logs;system_logs,CWE-20,88
AP-CVE-2026-22046,CVE-2026-22046 Exploitation,"iccDEV provides a set of libraries and tools that allow for the interaction, manipulation, and application of International Color Consortium (ICC) color management profiles. Versions prior to 2.3.1.2 ...",web_logs;system_logs,CWE-20,88
AP-CVE-2026-22047,CVE-2026-22047 Exploitation,"iccDEV provides a set of libraries and tools that allow for the interaction, manipulation, and application of International Color Consortium (ICC) color management profiles. Versions prior to 2.3.1.2 ...",web_logs;system_logs,CWE-20,88
AP-CVE-2023-7333,CVE-2023-7333 Exploitation,A weakness has been identified in bluelabsio records-mover up to 1.5.4. The affected element is an unknown function of the component Table Object Handler. This manipulation causes sql injection. The a...,web_logs;system_logs,CWE-74,53
AP-CVE-2025-62224,CVE-2025-62224 Exploitation,User interface (ui) misrepresentation of critical information in Microsoft Edge for Android allows an authorized attacker to perform spoofing over a network....,web_logs;system_logs,CWE-451,55
AP-CVE-2025-69262,CVE-2025-69262 Exploitation,pnpm is a package manager. Versions 6.25.0 through 10.26.2 have a Command Injection vulnerability when using environment variable substitution in .npmrc configuration files with tokenHelper settings. ...,web_logs;system_logs,CWE-78,75
AP-CVE-2026-21697,CVE-2026-21697 Exploitation,"axios4go is a Go HTTP client library. Prior to version 0.6.4, a race condition vulnerability exists in the shared HTTP client configuration. The global `defaultClient` is mutated during request execut...",web_logs;system_logs,CWE-362,50
AP-CVE-2026-21851,CVE-2026-21851 Exploitation,"MONAI (Medical Open Network for AI) is an AI toolkit for health care imaging. In versions up to and including 1.5.1, a Path Traversal (Zip Slip) vulnerability exists in MONAI's `_download_from_ngc_pri...",web_logs;system_logs,CWE-22,53
AP-CVE-2026-21857,CVE-2026-21857 Exploitation,"REDAXO is a PHP-based content management system. Prior to version 5.20.2, authenticated users with backup permissions can read arbitrary files within the webroot via path traversal in the Backup addon...",web_logs;system_logs,CWE-22,50
AP-CVE-2017-20212,CVE-2017-20212 Exploitation,FLIR Thermal Camera F/FC/PT/D firmware version 8.0.0.64 contains an information disclosure vulnerability that allows unauthenticated attackers to read arbitrary files through unverified input paramete...,web_logs;system_logs,CWE-22,62
AP-CVE-2017-20213,CVE-2017-20213 Exploitation,FLIR Thermal Camera F/FC/PT/D Stream firmware version 8.0.0.64 contains an unauthenticated vulnerability that allows remote attackers to access live camera streams without credentials. Attackers can e...,web_logs;system_logs,CWE-306,75
AP-CVE-2017-20214,CVE-2017-20214 Exploitation,"FLIR Thermal Camera F/FC/PT/D firmware version 8.0.0.64 contains hard-coded SSH credentials that cannot be changed through normal camera operations. Attackers can leverage these persistent, unmodifiab...",web_logs;system_logs,CWE-798,75
AP-CVE-2017-20215,CVE-2017-20215 Exploitation,FLIR Thermal Camera FC-S/PT firmware version 8.0.0.64 contains an authenticated OS command injection vulnerability that allows attackers to execute shell commands with root privileges. Authenticated a...,web_logs;system_logs,CWE-78,88
AP-CVE-2017-20216,CVE-2017-20216 Exploitation,FLIR Thermal Camera PT-Series firmware version 8.0.0.64 contains multiple unauthenticated remote command injection vulnerabilities in the controllerFlirSystem.php script. Attackers can execute arbitra...,web_logs;system_logs,CWE-78,98
AP-CVE-2019-25231,CVE-2019-25231 Exploitation,devolo dLAN Cockpit 4.3.1 contains an unquoted service path vulnerability in the 'DevoloNetworkService' that allows local non-privileged users to potentially execute arbitrary code. Attackers can expl...,web_logs;system_logs,CWE-428,84
AP-CVE-2019-25259,CVE-2019-25259 Exploitation,Leica Geosystems GR10/GR25/GR30/GR50 GNSS 4.30.063 contains a cross-site request forgery vulnerability that allows attackers to perform administrative actions without request validation. Attackers can...,web_logs;system_logs,CWE-352,53
AP-CVE-2019-25268,CVE-2019-25268 Exploitation,NREL BEopt 2.8.0.0 contains a DLL hijacking vulnerability that allows attackers to load arbitrary libraries by tricking users into opening application files from remote shares. Attackers can exploit i...,web_logs;system_logs,CWE-427,98
AP-CVE-2019-25270,CVE-2019-25270 Exploitation,SOCA Access Control System 180612 contains a cross-site scripting vulnerability in the 'senddata' POST parameter of logged_page.php that allows attackers to inject malicious scripts. Attackers can exp...,web_logs;system_logs,CWE-79,61
AP-CVE-2019-25277,CVE-2019-25277 Exploitation,FaceSentry Access Control System 6.4.8 contains a cross-site scripting vulnerability in the 'msg' parameter of pluginInstall.php that allows attackers to inject malicious scripts. Attackers can exploi...,web_logs;system_logs,CWE-79,61
AP-CVE-2019-25278,CVE-2019-25278 Exploitation,FaceSentry Access Control System 6.4.8 contains a cleartext transmission vulnerability that allows remote attackers to intercept authentication credentials. Attackers can perform man-in-the-middle att...,web_logs;system_logs,CWE-319,75
AP-CVE-2019-25279,CVE-2019-25279 Exploitation,FaceSentry Access Control System 6.4.8 contains a cleartext password storage vulnerability that allows attackers to access unencrypted credentials in the device's SQLite database. Attackers can direct...,web_logs;system_logs,CWE-312,82
AP-CVE-2019-25280,CVE-2019-25280 Exploitation,Yahei-PHP Prober 0.4.7 contains a remote HTML injection vulnerability that allows attackers to execute arbitrary HTML code through the 'speed' GET parameter. Attackers can inject malicious HTML code i...,web_logs;system_logs,CWE-79,61
AP-CVE-2019-25282,CVE-2019-25282 Exploitation,V-SOL GPON/EPON OLT Platform v2.03 contains an open redirect vulnerability in the script that allows attackers to manipulate the 'parent' GET parameter. Attackers can craft malicious links that redire...,web_logs;system_logs,CWE-601,98
AP-CVE-2019-25284,CVE-2019-25284 Exploitation,V-SOL GPON/EPON OLT Platform v2.03 contains multiple reflected cross-site scripting vulnerabilities due to improper input sanitization in various script parameters. Attackers can exploit these vulnera...,web_logs;system_logs,CWE-79,61
AP-CVE-2019-25289,CVE-2019-25289 Exploitation,SmartLiving SmartLAN <=6.x contains an authenticated remote command injection vulnerability in the web.cgi binary through the 'par' POST parameter with the 'testemail' module. Attackers can exploit th...,web_logs;system_logs,CWE-78,88
AP-CVE-2019-25290,CVE-2019-25290 Exploitation,Smartliving SmartLAN/G/SI <=6.x contains an unauthenticated server-side request forgery vulnerability in the GetImage functionality through the 'host' parameter. Attackers can exploit the onvif.cgi en...,web_logs;system_logs,CWE-918,53
AP-CVE-2019-25291,CVE-2019-25291 Exploitation,INIM Electronics Smartliving SmartLAN/G/SI <=6.x contains hard-coded credentials in its Linux distribution image that cannot be changed through normal device operations. Attackers can exploit these pe...,web_logs;system_logs,CWE-798,75
AP-CVE-2025-15346,CVE-2025-15346 Exploitation,A vulnerability in the handling of verify_mode = CERT_REQUIRED in the wolfssl Python package (wolfssl-py) causes client certificate requirements to not be fully enforced.   Because the WOLFSSL_VERIFY_...,web_logs;system_logs,CWE-287,50
AP-CVE-2026-21694,CVE-2026-21694 Exploitation,"Titra is open source project time tracking software. Versions 0.99.49 and below have Improper Access Control, allowing users to view and edit other users' time entries in private projects they have no...",web_logs;system_logs,CWE-284,68
